boroct,boro_name,boro,tract2010,puma,nta
2031000,Bronx,2,031000,3704,BX31
2031200,Bronx,2,031200,3704,BX31
2031400,Bronx,2,031400,3704,BX31
2031600,Bronx,2,031600,3704,BX31
2031800,Bronx,2,031800,3704,BX31
2032600,Bronx,2,032600,3704,BX31
2034200,Bronx,2,034200,3704,BX31
2034400,Bronx,2,034400,3704,BX31
2034800,Bronx,2,034800,3704,BX31
2035000,Bronx,2,035000,3704,BX31
2036000,Bronx,2,036000,3704,BX31
2023702,Bronx,2,023702,3706,BX05
2039901,Bronx,2,039901,3706,BX05
2039902,Bronx,2,039902,3706,BX05
2040100,Bronx,2,040100,3706,BX05
2040302,Bronx,2,040302,3706,BX05
2040501,Bronx,2,040501,3706,BX05
2040502,Bronx,2,040502,3706,BX05
2040702,Bronx,2,040702,3706,BX05
2041100,Bronx,2,041100,3706,BX05
2041300,Bronx,2,041300,3706,BX05
2041500,Bronx,2,041500,3706,BX05
2038700,Bronx,2,038700,3705,BX06
2038900,Bronx,2,038900,3705,BX06
2039100,Bronx,2,039100,3705,BX06
2039300,Bronx,2,039300,3705,BX06
2039700,Bronx,2,039700,3705,BX06
2032400,Bronx,2,032400,3704,BX07
2032800,Bronx,2,032800,3704,BX07
2033000,Bronx,2,033000,3704,BX07
2033201,Bronx,2,033201,3704,BX07
2033202,Bronx,2,033202,3704,BX07
2033600,Bronx,2,033600,3704,BX07
2033800,Bronx,2,033800,3704,BX07
2034000,Bronx,2,034000,3704,BX07
2014500,Bronx,2,014500,3705,BX01
2014701,Bronx,2,014701,3705,BX01
2014702,Bronx,2,014702,3705,BX01
2016500,Bronx,2,016500,3705,BX01
2016700,Bronx,2,016700,3705,BX01
2016900,Bronx,2,016900,3705,BX01
2038500,Bronx,2,038500,3705,BX01
2039500,Bronx,2,039500,3705,BX01
2030200,Bronx,2,030200,3703,BX13
2046201,Bronx,2,046201,3703,BX13
2046202,Bronx,2,046202,3703,BX13
2006000,Bronx,2,006000,3705,BX75
2012300,Bronx,2,012300,3705,BX75
2015300,Bronx,2,015300,3705,BX75
2015500,Bronx,2,015500,3705,BX75
2015700,Bronx,2,015700,3705,BX75
2016100,Bronx,2,016100,3705,BX75
2005902,Bronx,2,005902,3708,BX14
2006100,Bronx,2,006100,3708,BX14
2014300,Bronx,2,014300,3708,BX14
2017300,Bronx,2,017300,3708,BX14
2017500,Bronx,2,017500,3708,BX14
2017701,Bronx,2,017701,3708,BX14
2017702,Bronx,2,017702,3708,BX14
2017901,Bronx,2,017901,3708,BX14
2017902,Bronx,2,017902,3708,BX14
2018101,Bronx,2,018101,3708,BX14
2018102,Bronx,2,018102,3708,BX14
2018301,Bronx,2,018301,3708,BX14
2018302,Bronx,2,018302,3708,BX14
2022500,Bronx,2,022500,3708,BX14
2022000,Bronx,2,022000,3705,BX17
2035900,Bronx,2,035900,3705,BX17
2036100,Bronx,2,036100,3705,BX17
2036300,Bronx,2,036300,3705,BX17
2036501,Bronx,2,036501,3705,BX17
2036502,Bronx,2,036502,3705,BX17
2036700,Bronx,2,036700,3705,BX17
2036901,Bronx,2,036901,3705,BX17
2036902,Bronx,2,036902,3705,BX17
2037100,Bronx,2,037100,3705,BX17
2037300,Bronx,2,037300,3705,BX17
2037504,Bronx,2,037504,3705,BX17
2035600,Bronx,2,035600,3702,BX03
2035800,Bronx,2,035800,3702,BX03
2036400,Bronx,2,036400,3702,BX03
2038600,Bronx,2,038600,3702,BX03
2045600,Bronx,2,045600,3702,BX03
2045800,Bronx,2,045800,3702,BX03
2046000,Bronx,2,046000,3702,BX03
2048400,Bronx,2,048400,3702,BX03
2023703,Bronx,2,023703,3707,BX40
2023704,Bronx,2,023704,3707,BX40
2023900,Bronx,2,023900,3707,BX40
2038301,Bronx,2,038301,3707,BX40
2038302,Bronx,2,038302,3707,BX40
2018900,Bronx,2,018900,3708,BX26
2019300,Bronx,2,019300,3708,BX26
2019900,Bronx,2,019900,3708,BX26
2020100,Bronx,2,020100,3708,BX26
2021100,Bronx,2,021100,3708,BX26
2021302,Bronx,2,021302,3708,BX26
2021900,Bronx,2,021900,3708,BX26
2008900,Bronx,2,008900,3710,BX27
2009300,Bronx,2,009300,3710,BX27
2011502,Bronx,2,011502,3710,BX27
2011700,Bronx,2,011700,3710,BX27
2011900,Bronx,2,011900,3710,BX27
2012102,Bronx,2,012102,3710,BX27
2012701,Bronx,2,012701,3710,BX27
2015900,Bronx,2,015900,3710,BX27
2025300,Bronx,2,025300,3706,BX30
2025500,Bronx,2,025500,3706,BX30
2026100,Bronx,2,026100,3706,BX30
2026300,Bronx,2,026300,3706,BX30
2026500,Bronx,2,026500,3706,BX30
2026900,Bronx,2,026900,3706,BX30
2008300,Bronx,2,008300,3710,BX33
2008500,Bronx,2,008500,3710,BX33
2008700,Bronx,2,008700,3710,BX33
2012901,Bronx,2,012901,3710,BX33
2013100,Bronx,2,013100,3710,BX33
2006500,Bronx,2,006500,3710,BX34
2006700,Bronx,2,006700,3710,BX34
2006900,Bronx,2,006900,3710,BX34
2007100,Bronx,2,007100,3710,BX34
2007300,Bronx,2,007300,3710,BX34
2007500,Bronx,2,007500,3710,BX34
2007700,Bronx,2,007700,3710,BX34
2007900,Bronx,2,007900,3710,BX34
2012101,Bronx,2,012101,3705,BX35
2012500,Bronx,2,012500,3705,BX35
2013300,Bronx,2,013300,3705,BX35
2013500,Bronx,2,013500,3705,BX35
2014100,Bronx,2,014100,3705,BX35
2014900,Bronx,2,014900,3705,BX35
2015100,Bronx,2,015100,3705,BX35
2018500,Bronx,2,018500,3705,BX35
2001900,Bronx,2,001900,3710,BX39
2002300,Bronx,2,002300,3710,BX39
2002500,Bronx,2,002500,3710,BX39
2002701,Bronx,2,002701,3710,BX39
2002702,Bronx,2,002702,3710,BX39
2003100,Bronx,2,003100,3710,BX39
2003300,Bronx,2,003300,3710,BX39
2003500,Bronx,2,003500,3710,BX39
2003700,Bronx,2,003700,3710,BX39
2003900,Bronx,2,003900,3710,BX39
2004100,Bronx,2,004100,3710,BX39
2004300,Bronx,2,004300,3710,BX39
2005100,Bronx,2,005100,3710,BX39
2022701,Bronx,2,022701,3707,BX41
2022702,Bronx,2,022702,3707,BX41
2022703,Bronx,2,022703,3707,BX41
2022901,Bronx,2,022901,3707,BX41
2022902,Bronx,2,022902,3707,BX41
2023100,Bronx,2,023100,3707,BX41
2023301,Bronx,2,023301,3707,BX41
2023302,Bronx,2,023302,3707,BX41
2023501,Bronx,2,023501,3707,BX41
2023502,Bronx,2,023502,3707,BX41
2024100,Bronx,2,024100,3707,BX41
2037900,Bronx,2,037900,3707,BX41
2038100,Bronx,2,038100,3707,BX41
2030701,Bronx,2,030701,3701,BX22
2030900,Bronx,2,030900,3701,BX22
2031900,Bronx,2,031900,3701,BX22
2032300,Bronx,2,032300,3701,BX22
2033500,Bronx,2,033500,3701,BX22
2033700,Bronx,2,033700,3701,BX22
2034300,Bronx,2,034300,3701,BX22
2034500,Bronx,2,034500,3701,BX22
2035100,Bronx,2,035100,3701,BX22
2041900,Bronx,2,041900,3706,BX43
2042100,Bronx,2,042100,3706,BX43
2042300,Bronx,2,042300,3706,BX43
2042500,Bronx,2,042500,3706,BX43
2042901,Bronx,2,042901,3706,BX43
2042902,Bronx,2,042902,3706,BX43
2043100,Bronx,2,043100,3706,BX43
2002400,Bronx,2,002400,3709,BX99
2016300,Bronx,2,016300,3705,BX99
2017100,Bronx,2,017100,3708,BX99
2027600,Bronx,2,027600,3703,BX99
2033400,Bronx,2,033400,3705,BX99
2043500,Bronx,2,043500,3702,BX99
2050400,Bronx,2,050400,3703,BX99
2021001,Bronx,2,021001,3709,BX46
2021002,Bronx,2,021002,3709,BX46
2021200,Bronx,2,021200,3709,BX46
2021602,Bronx,2,021602,3709,BX46
2022200,Bronx,2,022200,3709,BX46
2026601,Bronx,2,026601,3703,BX10
2026602,Bronx,2,026602,3703,BX10
2027401,Bronx,2,027401,3703,BX10
2027402,Bronx,2,027402,3703,BX10
2030000,Bronx,2,030000,3703,BX10
2051600,Bronx,2,051600,3703,BX10
2022401,Bronx,2,022401,3704,BX49
2022403,Bronx,2,022403,3704,BX49
2022404,Bronx,2,022404,3704,BX49
2022800,Bronx,2,022800,3704,BX49
2024600,Bronx,2,024600,3704,BX49
2024800,Bronx,2,024800,3704,BX49
2025000,Bronx,2,025000,3704,BX49
2028800,Bronx,2,028800,3704,BX49
2029600,Bronx,2,029600,3704,BX49
2000100,Bronx,2,000100,3710,BX98
2011000,Bronx,2,011000,3703,BX52
2011800,Bronx,2,011800,3703,BX52
2013000,Bronx,2,013000,3703,BX52
2013200,Bronx,2,013200,3703,BX52
2013800,Bronx,2,013800,3703,BX52
2014400,Bronx,2,014400,3703,BX52
2015200,Bronx,2,015200,3703,BX52
2015800,Bronx,2,015800,3703,BX52
2016000,Bronx,2,016000,3703,BX52
2016200,Bronx,2,016200,3703,BX52
2016400,Bronx,2,016400,3703,BX52
2016600,Bronx,2,016600,3703,BX52
2018400,Bronx,2,018400,3703,BX52
2019400,Bronx,2,019400,3703,BX52
2026400,Bronx,2,026400,3703,BX52
2004001,Bronx,2,004001,3709,BX55
2004400,Bronx,2,004400,3709,BX55
2004800,Bronx,2,004800,3709,BX55
2005001,Bronx,2,005001,3709,BX55
2005002,Bronx,2,005002,3709,BX55
2005200,Bronx,2,005200,3709,BX55
2006800,Bronx,2,006800,3709,BX55
2007000,Bronx,2,007000,3709,BX55
2007200,Bronx,2,007200,3709,BX55
2000200,Bronx,2,000200,3709,BX09
2000400,Bronx,2,000400,3709,BX09
2001600,Bronx,2,001600,3709,BX09
2002000,Bronx,2,002000,3709,BX09
2002800,Bronx,2,002800,3709,BX09
2003800,Bronx,2,003800,3709,BX09
2004200,Bronx,2,004200,3709,BX09
2004600,Bronx,2,004600,3709,BX09
2007400,Bronx,2,007400,3709,BX09
2008400,Bronx,2,008400,3709,BX09
2008600,Bronx,2,008600,3709,BX09
2009000,Bronx,2,009000,3709,BX09
2028300,Bronx,2,028300,3701,BX29
2028500,Bronx,2,028500,3701,BX29
2028700,Bronx,2,028700,3701,BX29
2028900,Bronx,2,028900,3701,BX29
2029301,Bronx,2,029301,3701,BX29
2029302,Bronx,2,029302,3701,BX29
2029500,Bronx,2,029500,3701,BX29
2029700,Bronx,2,029700,3701,BX29
2030100,Bronx,2,030100,3701,BX29
2005300,Bronx,2,005300,3707,BX36
2020501,Bronx,2,020501,3707,BX36
2020502,Bronx,2,020502,3707,BX36
2021301,Bronx,2,021301,3707,BX36
2021501,Bronx,2,021501,3707,BX36
2021502,Bronx,2,021502,3707,BX36
2021700,Bronx,2,021700,3707,BX36
2024300,Bronx,2,024300,3707,BX36
2024501,Bronx,2,024501,3707,BX36
2024502,Bronx,2,024502,3707,BX36
2024700,Bronx,2,024700,3707,BX36
2024900,Bronx,2,024900,3707,BX36
2025100,Bronx,2,025100,3707,BX36
2025700,Bronx,2,025700,3707,BX36
2026701,Bronx,2,026701,3701,BX28
2026702,Bronx,2,026702,3701,BX28
2027300,Bronx,2,027300,3701,BX28
2027700,Bronx,2,027700,3701,BX28
2027900,Bronx,2,027900,3701,BX28
2028100,Bronx,2,028100,3701,BX28
2040303,Bronx,2,040303,3701,BX28
2040304,Bronx,2,040304,3701,BX28
2040701,Bronx,2,040701,3701,BX28
2040900,Bronx,2,040900,3701,BX28
2020000,Bronx,2,020000,3704,BX37
2023000,Bronx,2,023000,3704,BX37
2023200,Bronx,2,023200,3704,BX37
2023600,Bronx,2,023600,3704,BX37
2023800,Bronx,2,023800,3704,BX37
2024000,Bronx,2,024000,3704,BX37
2024400,Bronx,2,024400,3704,BX37
2025200,Bronx,2,025200,3704,BX37
2025400,Bronx,2,025400,3704,BX37
2025600,Bronx,2,025600,3704,BX37
2028400,Bronx,2,028400,3704,BX37
2028600,Bronx,2,028600,3704,BX37
2006300,Bronx,2,006300,3708,BX63
2019500,Bronx,2,019500,3708,BX63
2019700,Bronx,2,019700,3708,BX63
2020900,Bronx,2,020900,3708,BX63
2022101,Bronx,2,022101,3708,BX63
2022102,Bronx,2,022102,3708,BX63
2022300,Bronx,2,022300,3708,BX63
2005400,Bronx,2,005400,3709,BX08
2005600,Bronx,2,005600,3709,BX08
2006200,Bronx,2,006200,3709,BX08
2006400,Bronx,2,006400,3709,BX08
2007600,Bronx,2,007600,3709,BX08
2021601,Bronx,2,021601,3709,BX08
2021800,Bronx,2,021800,3709,BX08
2007800,Bronx,2,007800,3709,BX59
2009200,Bronx,2,009200,3709,BX59
2009600,Bronx,2,009600,3709,BX59
2009800,Bronx,2,009800,3709,BX59
2020200,Bronx,2,020200,3709,BX59
2020400,Bronx,2,020400,3709,BX59
2020601,Bronx,2,020601,3709,BX59
2036800,Bronx,2,036800,3702,BX44
2037000,Bronx,2,037000,3702,BX44
2037200,Bronx,2,037200,3702,BX44
2037400,Bronx,2,037400,3702,BX44
2037600,Bronx,2,037600,3702,BX44
2037800,Bronx,2,037800,3702,BX44
2038000,Bronx,2,038000,3702,BX44
2038200,Bronx,2,038200,3702,BX44
2038800,Bronx,2,038800,3702,BX44
2039000,Bronx,2,039000,3702,BX44
2039200,Bronx,2,039200,3702,BX44
2039400,Bronx,2,039400,3702,BX44
2039600,Bronx,2,039600,3702,BX44
2039800,Bronx,2,039800,3702,BX44
2040400,Bronx,2,040400,3702,BX44
2040600,Bronx,2,040600,3702,BX44
2040800,Bronx,2,040800,3702,BX44
2042000,Bronx,2,042000,3702,BX44
2042200,Bronx,2,042200,3702,BX44
2042400,Bronx,2,042400,3702,BX44
2041400,Bronx,2,041400,3702,BX62
2041800,Bronx,2,041800,3702,BX62
2042600,Bronx,2,042600,3702,BX62
2042800,Bronx,2,042800,3702,BX62
2043000,Bronx,2,043000,3702,BX62
2043400,Bronx,2,043400,3702,BX62
2043600,Bronx,2,043600,3702,BX62
2044200,Bronx,2,044200,3702,BX62
2044400,Bronx,2,044400,3702,BX62
2044800,Bronx,2,044800,3702,BX62
2044901,Bronx,2,044901,3702,BX62
2044902,Bronx,2,044902,3702,BX62
2045101,Bronx,2,045101,3702,BX62
2045102,Bronx,2,045102,3702,BX62
3016800,Brooklyn,3,016800,4017,BK27
3017000,Brooklyn,3,017000,4017,BK27
3017200,Brooklyn,3,017200,4017,BK27
3017400,Brooklyn,3,017400,4017,BK27
3017600,Brooklyn,3,017600,4017,BK27
3017800,Brooklyn,3,017800,4017,BK27
3018000,Brooklyn,3,018000,4017,BK27
3028000,Brooklyn,3,028000,4017,BK27
3028200,Brooklyn,3,028200,4017,BK27
3028600,Brooklyn,3,028600,4017,BK27
3029200,Brooklyn,3,029200,4017,BK27
3003000,Brooklyn,3,003000,4013,BK31
3003400,Brooklyn,3,003400,4013,BK31
3003600,Brooklyn,3,003600,4013,BK31
3003800,Brooklyn,3,003800,4013,BK31
3004400,Brooklyn,3,004400,4013,BK31
3004600,Brooklyn,3,004600,4013,BK31
3005000,Brooklyn,3,005000,4013,BK31
3005201,Brooklyn,3,005201,4013,BK31
3005202,Brooklyn,3,005202,4013,BK31
3005400,Brooklyn,3,005400,4013,BK31
3005601,Brooklyn,3,005601,4013,BK31
3005602,Brooklyn,3,005602,4013,BK31
3005800,Brooklyn,3,005800,4013,BK31
3006000,Brooklyn,3,006000,4013,BK31
3006200,Brooklyn,3,006200,4013,BK31
3006400,Brooklyn,3,006400,4013,BK31
3006600,Brooklyn,3,006600,4013,BK31
3006800,Brooklyn,3,006800,4013,BK31
3007000,Brooklyn,3,007000,4013,BK31
3012600,Brooklyn,3,012600,4013,BK31
3013000,Brooklyn,3,013000,4013,BK31
3013400,Brooklyn,3,013400,4013,BK31
3013600,Brooklyn,3,013600,4013,BK31
3013800,Brooklyn,3,013800,4013,BK31
3014200,Brooklyn,3,014200,4013,BK31
3016000,Brooklyn,3,016000,4013,BK31
3016200,Brooklyn,3,016200,4013,BK31
3016400,Brooklyn,3,016400,4013,BK31
3023300,Brooklyn,3,023300,4003,BK75
3024100,Brooklyn,3,024100,4003,BK75
3024300,Brooklyn,3,024300,4003,BK75
3024500,Brooklyn,3,024500,4003,BK75
3024900,Brooklyn,3,024900,4003,BK75
3025100,Brooklyn,3,025100,4003,BK75
3025300,Brooklyn,3,025300,4003,BK75
3025500,Brooklyn,3,025500,4003,BK75
3025700,Brooklyn,3,025700,4003,BK75
3025901,Brooklyn,3,025901,4003,BK75
3025902,Brooklyn,3,025902,4003,BK75
3026100,Brooklyn,3,026100,4003,BK75
3026300,Brooklyn,3,026300,4003,BK75
3026500,Brooklyn,3,026500,4003,BK75
3026700,Brooklyn,3,026700,4003,BK75
3026900,Brooklyn,3,026900,4003,BK75
3050700,Brooklyn,3,050700,4003,BK75
3053100,Brooklyn,3,053100,4003,BK75
3123700,Brooklyn,3,123700,4003,BK75
3029800,Brooklyn,3,029800,4017,BK29
3030000,Brooklyn,3,030000,4017,BK29
3030200,Brooklyn,3,030200,4017,BK29
3030400,Brooklyn,3,030400,4017,BK29
3040000,Brooklyn,3,040000,4017,BK29
3040200,Brooklyn,3,040200,4017,BK29
3040400,Brooklyn,3,040400,4017,BK29
3040600,Brooklyn,3,040600,4017,BK29
3040800,Brooklyn,3,040800,4017,BK29
3041000,Brooklyn,3,041000,4017,BK29
3041200,Brooklyn,3,041200,4017,BK29
3042400,Brooklyn,3,042400,4017,BK29
3042600,Brooklyn,3,042600,4017,BK29
3042800,Brooklyn,3,042800,4017,BK29
3043000,Brooklyn,3,043000,4017,BK29
3043200,Brooklyn,3,043200,4017,BK29
3043400,Brooklyn,3,043400,4017,BK29
3043600,Brooklyn,3,043600,4017,BK29
3018200,Brooklyn,3,018200,4017,BK28
3018400,Brooklyn,3,018400,4017,BK28
3018600,Brooklyn,3,018600,4017,BK28
3018800,Brooklyn,3,018800,4017,BK28
3019000,Brooklyn,3,019000,4017,BK28
3024800,Brooklyn,3,024800,4017,BK28
3025000,Brooklyn,3,025000,4017,BK28
3025200,Brooklyn,3,025200,4017,BK28
3025400,Brooklyn,3,025400,4017,BK28
3025600,Brooklyn,3,025600,4017,BK28
3025800,Brooklyn,3,025800,4017,BK28
3026000,Brooklyn,3,026000,4017,BK28
3026200,Brooklyn,3,026200,4017,BK28
3026400,Brooklyn,3,026400,4017,BK28
3026600,Brooklyn,3,026600,4017,BK28
3026800,Brooklyn,3,026800,4017,BK28
3027000,Brooklyn,3,027000,4017,BK28
3027200,Brooklyn,3,027200,4017,BK28
3027400,Brooklyn,3,027400,4017,BK28
3027600,Brooklyn,3,027600,4017,BK28
3027800,Brooklyn,3,027800,4017,BK28
3028400,Brooklyn,3,028400,4017,BK28
3028800,Brooklyn,3,028800,4017,BK28
3029000,Brooklyn,3,029000,4017,BK28
3029400,Brooklyn,3,029400,4017,BK28
3029600,Brooklyn,3,029600,4017,BK28
3011400,Brooklyn,3,011400,4014,BK88
3011600,Brooklyn,3,011600,4014,BK88
3019200,Brooklyn,3,019200,4014,BK88
3021400,Brooklyn,3,021400,4014,BK88
3021600,Brooklyn,3,021600,4014,BK88
3021800,Brooklyn,3,021800,4014,BK88
3022000,Brooklyn,3,022000,4014,BK88
3022200,Brooklyn,3,022200,4014,BK88
3022400,Brooklyn,3,022400,4014,BK88
3022600,Brooklyn,3,022600,4014,BK88
3022800,Brooklyn,3,022800,4014,BK88
3023000,Brooklyn,3,023000,4014,BK88
3023200,Brooklyn,3,023200,4014,BK88
3023400,Brooklyn,3,023400,4014,BK88
3023600,Brooklyn,3,023600,4014,BK88
3023800,Brooklyn,3,023800,4014,BK88
3024000,Brooklyn,3,024000,4014,BK88
3024200,Brooklyn,3,024200,4014,BK88
3024400,Brooklyn,3,024400,4014,BK88
3024600,Brooklyn,3,024600,4014,BK88
3044600,Brooklyn,3,044600,4014,BK88
3046400,Brooklyn,3,046400,4014,BK88
3046800,Brooklyn,3,046800,4014,BK88
3047000,Brooklyn,3,047000,4014,BK88
3047200,Brooklyn,3,047200,4014,BK88
3047400,Brooklyn,3,047400,4014,BK88
3047600,Brooklyn,3,047600,4014,BK88
3047800,Brooklyn,3,047800,4014,BK88
3036001,Brooklyn,3,036001,4018,BK19
3036002,Brooklyn,3,036002,4018,BK19
3036200,Brooklyn,3,036200,4018,BK19
3036400,Brooklyn,3,036400,4018,BK19
3036600,Brooklyn,3,036600,4018,BK19
3037000,Brooklyn,3,037000,4018,BK19
3061002,Brooklyn,3,061002,4018,BK19
3061003,Brooklyn,3,061003,4018,BK19
3061004,Brooklyn,3,061004,4018,BK19
3000100,Brooklyn,3,000100,4004,BK09
3000301,Brooklyn,3,000301,4004,BK09
3000501,Brooklyn,3,000501,4004,BK09
3000502,Brooklyn,3,000502,4004,BK09
3000700,Brooklyn,3,000700,4004,BK09
3000900,Brooklyn,3,000900,4004,BK09
3089200,Brooklyn,3,089200,4007,BK81
3089400,Brooklyn,3,089400,4007,BK81
3089600,Brooklyn,3,089600,4007,BK81
3089800,Brooklyn,3,089800,4007,BK81
3090000,Brooklyn,3,090000,4007,BK81
3090200,Brooklyn,3,090200,4007,BK81
3090600,Brooklyn,3,090600,4007,BK81
3090800,Brooklyn,3,090800,4007,BK81
3091000,Brooklyn,3,091000,4007,BK81
3091200,Brooklyn,3,091200,4007,BK81
3091600,Brooklyn,3,091600,4007,BK81
3091800,Brooklyn,3,091800,4007,BK81
3092000,Brooklyn,3,092000,4007,BK81
3092200,Brooklyn,3,092200,4007,BK81
3092400,Brooklyn,3,092400,4007,BK81
3040900,Brooklyn,3,040900,4002,BK77
3042700,Brooklyn,3,042700,4002,BK77
3042900,Brooklyn,3,042900,4002,BK77
3043100,Brooklyn,3,043100,4002,BK77
3043300,Brooklyn,3,043300,4002,BK77
3043500,Brooklyn,3,043500,4002,BK77
3043700,Brooklyn,3,043700,4002,BK77
3043900,Brooklyn,3,043900,4002,BK77
3044100,Brooklyn,3,044100,4002,BK77
3044300,Brooklyn,3,044300,4002,BK77
3044500,Brooklyn,3,044500,4002,BK77
3044700,Brooklyn,3,044700,4002,BK77
3045300,Brooklyn,3,045300,4002,BK77
3028501,Brooklyn,3,028501,4002,BK78
3038900,Brooklyn,3,038900,4002,BK78
3039100,Brooklyn,3,039100,4002,BK78
3039300,Brooklyn,3,039300,4002,BK78
3039500,Brooklyn,3,039500,4002,BK78
3039700,Brooklyn,3,039700,4002,BK78
3039900,Brooklyn,3,039900,4002,BK78
3040100,Brooklyn,3,040100,4002,BK78
3040300,Brooklyn,3,040300,4002,BK78
3040500,Brooklyn,3,040500,4002,BK78
3041100,Brooklyn,3,041100,4002,BK78
3041300,Brooklyn,3,041300,4002,BK78
3041500,Brooklyn,3,041500,4002,BK78
3041700,Brooklyn,3,041700,4002,BK78
3041900,Brooklyn,3,041900,4002,BK78
3042100,Brooklyn,3,042100,4002,BK78
3042300,Brooklyn,3,042300,4002,BK78
3042500,Brooklyn,3,042500,4002,BK78
3048500,Brooklyn,3,048500,4002,BK78
3048900,Brooklyn,3,048900,4002,BK78
3049300,Brooklyn,3,049300,4002,BK78
3095000,Brooklyn,3,095000,4009,BK50
3095400,Brooklyn,3,095400,4009,BK50
3095600,Brooklyn,3,095600,4009,BK50
3095800,Brooklyn,3,095800,4009,BK50
3096000,Brooklyn,3,096000,4009,BK50
3096200,Brooklyn,3,096200,4009,BK50
3096400,Brooklyn,3,096400,4009,BK50
3096600,Brooklyn,3,096600,4009,BK50
3096800,Brooklyn,3,096800,4009,BK50
3097000,Brooklyn,3,097000,4009,BK50
3097400,Brooklyn,3,097400,4009,BK50
3098200,Brooklyn,3,098200,4009,BK50
3098400,Brooklyn,3,098400,4009,BK50
3098600,Brooklyn,3,098600,4009,BK50
3098800,Brooklyn,3,098800,4009,BK50
3099000,Brooklyn,3,099000,4009,BK50
3099200,Brooklyn,3,099200,4009,BK50
3099400,Brooklyn,3,099400,4009,BK50
3099600,Brooklyn,3,099600,4009,BK50
3099800,Brooklyn,3,099800,4009,BK50
3100400,Brooklyn,3,100400,4009,BK50
3100600,Brooklyn,3,100600,4009,BK50
3100800,Brooklyn,3,100800,4009,BK50
3101000,Brooklyn,3,101000,4009,BK50
3101200,Brooklyn,3,101200,4009,BK50
